franchID,LgRk,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,yearID
Lyon,4,38,22,10,6,81,43,38,76,2,2021
Marseille,5,38,16,12,10,54,47,7,60,1.58,2021
Rennes,6,38,16,10,12,52,40,12,58,1.53,2021
Lens,7,38,15,12,11,55,54,1,57,1.5,2021
Montpellier,8,38,14,12,12,60,62,-2,54,1.42,2021
Nice,9,38,15,7,16,50,53,-3,52,1.37,2021
Metz,10,38,12,11,15,44,48,-4,47,1.24,2021
Saint-Ã‰tienne,11,38,12,10,16,42,54,-12,46,1.21,2021
Bordeaux,12,38,13,6,19,42,56,-14,45,1.18,2021
Angers,13,38,12,8,18,40,58,-18,44,1.16,2021
Reims,14,38,9,15,14,42,50,-8,42,1.11,2021
Strasbourg,15,38,11,9,18,49,58,-9,42,1.11,2021
Lorient,16,38,11,9,18,50,68,-18,42,1.11,2021
Brest,17,38,11,8,19,50,66,-16,41,1.08,2021
Nantes,18,38,9,13,16,47,55,-8,40,1.05,2021
NÃ®mes,19,38,9,8,21,40,71,-31,35,0.92,2021
Dijon,20,38,4,9,25,25,73,-48,21,0.55,2021
Paris S-G,1,38,26,8,4,90,36,54,86,2.26,2022
Marseille,2,38,21,8,9,63,38,25,71,1.87,2022
Monaco,3,38,20,9,9,65,40,25,69,1.82,2022
Rennes,4,38,20,6,12,82,40,42,66,1.74,2022
Nice,5,38,20,7,11,52,36,16,66,1.74,2022
Strasbourg,6,38,17,12,9,60,43,17,63,1.66,2022
Lens,7,38,17,11,10,62,48,14,62,1.63,2022
Lyon,8,38,17,11,10,66,51,15,61,1.61,2022
Nantes,9,38,15,10,13,55,48,7,55,1.45,2022
Lille,10,38,14,13,11,48,48,0,55,1.45,2022
Brest,11,38,13,9,16,49,57,-8,48,1.26,2022
Reims,12,38,11,13,14,43,44,-1,46,1.21,2022
Montpellier,13,38,12,7,19,49,61,-12,43,1.13,2022
Angers,14,38,10,11,17,44,55,-11,41,1.08,2022
Troyes,15,38,9,11,18,37,53,-16,38,1,2022
Lorient,16,38,8,12,18,35,63,-28,36,0.95,2022
Clermont Foot,17,38,9,9,20,38,69,-31,36,0.95,2022
Saint-Ã‰tienne,18,38,7,11,20,42,77,-35,32,0.84,2022
Metz,19,38,6,13,19,35,69,-34,31,0.82,2022
Bordeaux,20,38,6,13,19,52,91,-39,31,0.82,2022
